단어명	영문약어명
약도첨부파일여부	RGHMP_ATCH_FILE_YN
약식검증요청여부	INFML_VRFC_DMND_YN
약정문서담당자명	STPL_DOC_PIC_NM
약품재료성질내용	MDCN_MATRL_PRPTS_CN
양도자이메일주소	HNOVR_EML_ADDR
양서파충류발견수	AMPHBN_RPTL_DSCV_CNT
양성교육수료번호	NRTR_EDU_FNSH_NO
양성교육수료일자	NRTR_EDU_FNSH_YMD
양수능력분류코드	WPMP_ABLT_CLSF_CD
양수인이메일주소	GRNE_EML_ADDR
어류민감종개체수	FSH_STSPCS_INDV_CNT
업로드사용자여부	ULD_USER_YN
업로드원본파일명	ULD_ORGNL_FILE_NM
업로드파일제한수	ULD_FILE_LMT_CNT
업무그룹일련번호	TASK_GROUP_SN
업무노하우아이디	TASK_KNHW_ID
업무담당자부서명	TASK_PIC_DEPT_NM
업무대상구분코드	TASK_TRGT_SE_CD
업무망노트북총수	TASK_NW_NTBK_TOT_CNT
업무사용자아이디	TASK_USER_ID
업무정지시작일자	TASK_STOP_BGNG_YMD
업무정지종료일자	TASK_STOP_END_YMD
업무프로세스순서	TASK_PROCS_SEQ
업체담당자직위명	BZENTY_PIC_JBPS_NM
업체법인등록번호	BZENTY_CRNO
업체통보일련번호	BZENTY_NTFCTN_SN
에너지사용목표량	ENGY_USE_GOAL_QNT
에너지신청가능량	ENGY_APLY_PSBLTY_QNT
에너지절약효과량	ENGY_ECNMY_EFCT_QNT
에피소드일련번호	EPSD_SN
엑셀생성성공여부	EXCEL_CRT_SCS_YN
엑셀업로드경로명	EXCEL_ULD_PATH_NM
엑셀업로드파일명	EXCEL_ULD_FILE_NM
엑셀컬럼사용여부	EXCEL_COL_USE_YN
여수로설계방류량	SPWAY_DESIGN_OTFL
여수로설계홍수량	SPWAY_DESIGN_FLOOD_QNT
연간처리단위코드	ANL_PRCS_UNIT_CD
연간폐기물이동량	ANL_WST_MVMN_QNT
연결상태정보내용	LNKG_STTS_INFO_CN
연계설비기타내용	LINK_FCL_ETC_CN
연계설비변경일자	LINK_FCL_CHG_YMD
연계시스템아이디	LINK_SYS_ID
연계이력일련번호	LINK_HSTRY_SN
연계자료반영여부	LINK_DATA_RFLT_YN
연계정보일련번호	LINK_INFO_SN
연계파일생성일시	LINK_FILE_CRT_DT
연계파일전송일시	LINK_FILE_TRSM_DT
연계파일종류코드	LINK_FILE_KND_CD
연계폐기물처리량	LINK_WSTDSP_QNT
연구개발투자비율	RSCH_DVLP_IVST_RT
연도별총배출권량	YR_TOT_EMCRD_QNT
연말정산포함여부	YTXADJ_INCL_YN
연산이력일련번호	ARTOPN_HSTRY_SN
연안분야활용여부	COAST_FLD_UTLZ_YN
연차휴가발생일수	ANVCT_OCRN_DAY_CNT
연차휴가사용일수	ANVCT_USE_DAY_CNT
영향대상정보내용	IMPCT_TRGT_INFO_CN
예년방수로방류량	AVRYR_SPWY_OTFL
예년배출구방류량	AVRYR_OTLT_OTFL
예년여수로방류량	AVRYR_SPWAY_OTFL
예보등급일련번호	FRCST_GRD_SN
예보발표일련번호	FRCST_PRSNTN_SN
예보상세구분코드	FRCST_DTL_SE_CD
예보상세등록일시	FRCST_DTL_REG_DT
예보파일일련번호	FRCST_FILE_SN
예비인증인증번호	RSRV_CERT_CERT_NO
예비인증취득여부	RSRV_CERT_ACQS_YN
예비특보발효내용	RSRV_SPNWS_EFCTN_CN
예비특보현황내용	RSRV_SPNWS_PRCND_CN
예산비목구분코드	BGT_ITMEXP_SE_CD
예산집행구분내용	BGT_IMPL_SE_CN
예약개별일련번호	RSVT_INDIV_SN
예약상태변경일시	RSVT_STTS_CHG_DT
예약제한시작일자	RSVT_LMT_BGNG_YMD
예약제한일련번호	RSVT_LMT_SN
예약제한종료일자	RSVT_LMT_END_YMD
예약출고사용여부	RSVT_SPMT_USE_YN
오늘오존예보내용	TD_OZON_FRCST_CN
오늘오존요약내용	TD_OZON_SMRY_CN
오늘일기개황내용	TD_WTHST_CN
오늘종합분석내용	TD_SNTHS_ANLS_CN
오류발생결과내용	ERR_OCRN_RSLT_CN
오류발생일련번호	ERR_OCRN_SN
오류신고유형코드	ERR_DCLR_TYPE_CD
오류신고처리내용	ERR_DCLR_PRCS_CN
오염단계구분코드	PLLTN_STP_SE_CD
오염물질발생농도	PLTT_OCRN_DNST
오염물질방류농도	PLTT_DSCHG_DNST
오염물질배출계수	PLTT_EMSN_CFC
오염물질배출유량	PLTT_EMSN_VLFL
오염물질일련번호	PLTT_SN
오염원처리시설명	PLTSRC_PRCS_FCLT_NM
옥탄올물분배계수	OWPC
온나라연계아이디	NNR_LINK_ID
온라인학습설문명	ONLN_LRN_SRVY_NM
온라인학습코드명	ONLN_LRN_CD_NM
온라인학습토론명	ONLN_LRN_DSCS_NM
온실가스감축비율	GRGS_CTBK_RT
온실가스감축수량	GRGS_CTBK_QTY
온실가스누출수량	GRGS_LKG_QTY
온실가스메탄여부	GRGS_METHN_YN
온실가스배출수량	GRGS_EMSN_QTY
올바로공통코드명	ALLBR_COM_CD_NM
올바로인허가번호	ALLBR_LCPMT_NO
옵션항목고유번호	OPT_ARTCL_UNQ_NO
외부기관결과내용	OTSD_INST_RSLT_CN
외부기관의뢰일자	OTSD_INST_RQST_YMD
외부망사용자여부	OTSD_NW_USER_YN
외부연결사용여부	OTSD_LNKG_USE_YN
외부유입일련번호	OTSD_INFLW_SN
외부회원연계여부	OTSD_MBR_LINK_YN
요건승인통지일시	RQMT_APRV_AVTSMT_DT
요건승인통지차수	RQMT_APRV_AVTSMT_CYCL
요건확인신청일자	RQMT_IDNTY_APLY_YMD
요약파일일련번호	SMRY_FILE_SN
요양기관전화번호	RCPR_INST_TELNO
요청기관담당자명	DMND_INST_PIC_NM
요청자료제공일자	DMND_DATA_PVSN_YMD
요청자이메일주소	RQSTR_EML_ADDR
용량단위기타내용	CPCT_UNIT_ETC_CN
용량파일일련번호	CPCT_FILE_SN
용존산소결측여부	DOX_MSNG_YN
우량관측소영문명	RNSTN_ENG_NM
우선공지사용여부	PRRTY_NTC_USE_YN
우선순위사용여부	PRRTY_RNK_USE_YN
우수등록기관코드	EXLN_REG_INST_CD
우수등록부서코드	EXLN_REG_DEPT_CD
우수부서일련번호	EXLN_DEPT_SN
우편번호공개여부	ZIP_RLS_YN
우편번호일련번호	ZIP_SN
운전정지시작일자	OPR_STOP_BGNG_YMD
운전정지종료일자	OPR_STOP_END_YMD
운행일지작성여부	OPR_DLYD_WRT_YN
원문공개구분코드	ORGTXT_RLS_SE_CD
원본등록자아이디	ORGNL_RGTR_ID
원본수정자아이디	ORGNL_MDFR_ID
원본이미지파일명	ORGNL_IMG_FILE_NM
원천징수기관코드	WTHD_INST_CD
원천징수동의내용	WTHD_AGRE_CN
월별발표일련번호	MM_PRSNTN_SN
월평균활동자료량	MAVG_ATTD_QNT
웹편집기사용여부	WEB_EDTR_USE_YN
위치정보적용연도	PSTN_INFO_APLCN_YR
위탁기관대표자명	CNSGN_INST_RPRSV_NM
위험안전사용여부	DNGR_SFTY_USE_YN
위험안전소분류명	DNGR_SFTY_SCLSF_NM
위험안전이미지명	DNGR_SFTY_IMG_NM
위험안전중분류명	DNGR_SFTY_MCLSF_NM
유기물질일련번호	ORGMT_SN
유량관측소아이디	VLFL_OBSVTR_ID
유량관측소영문명	VLFL_OBSVTR_ENG_NM
유량관측소한글명	VLFL_OBSVTR_KORN_NM
유량측정방법내용	VLFL_MSRMT_MTHD_CN
유량측정종료일시	VLFL_MSRMT_END_DT
유사시설일련번호	SMLR_FCLT_SN
유역내부하천면적	BSN_INSD_RVR_AREA
유역연평균강우량	BSN_ANAVG_AMRF
유역연평균유입량	BSN_ANAVG_INFLR
유역이내하천면적	BSN_WTHN_RVR_AREA
유역이용공장여부	BSN_UTZTN_FCTRY_YN
유역이용기타내용	BSN_UTZTN_ETC_CN
유역이용기타여부	BSN_UTZTN_ETC_YN
유역이용마을여부	BSN_UTZTN_VLG_YN
유역이용목초여부	BSN_UTZTN_PSTRG_YN
유역이용산림여부	BSN_UTZTN_FORST_YN
유역이용상가여부	BSN_UTZTN_STORE_YN
유역이용주거여부	BSN_UTZTN_HAB_YN
유전자원관리번호	GRSC_MNG_NO
유전자원정보건수	GRSC_INFO_NOCS
유지보수시작일시	MNTN_BGNG_DT
유지보수시작일자	MNTN_BGNG_YMD
유지보수종료일시	MNTN_END_DT
유지보수종료일자	MNTN_END_YMD
유해물질일련번호	HRMFL_SBSTN_SN
유해사이트검출수	HRMFL_SITE_DTCT_CNT
유효기간만료일자	VLD_PRD_EXPRY_YMD
유효기간시작일자	VLD_PRD_BGNG_YMD
유효기간종료연도	VLD_PRD_END_YR
유효기간종료일자	VLD_PRD_END_YMD
유효수정자패턴명	VLD_MDFR_PTTN_NM
유효자리사용여부	VLD_DIGT_USE_YN
음력양력일련번호	LNCL_SLCL_SN
읍상수도보급비율	EUP_WTSPL_SPLY_RT
의뢰진행상황코드	RQST_PRGRS_STTN_CD
이관신청일련번호	TRNSF_APLY_SN
이관엑셀파일내용	TRNSF_EXCEL_FILE_CN
이관입출고아이디	TRNSF_PIPO_ID
이관파일일련번호	TRNSF_FILE_SN
이노비즈기업여부	INOBIZ_ENT_YN
이동업체사업장명	MVMN_BZENTY_BPLC_NM
이력갱신시작일시	HSTRY_UPDT_BGNG_DT
이력갱신종료일시	HSTRY_UPDT_END_DT
이력그룹일련번호	HSTRY_GROUP_SN
이미지실제파일명	IMG_ACTL_FILE_NM
이미지영역국문명	IMG_RLM_KRN_NM
이미지영역영문명	IMG_RLM_ENG_NM
이미지원본파일명	IMG_ORGNL_FILE_NM
이미지저장경로명	IMG_STRG_PATH_NM
이미지저장파일명	IMG_STRG_FILE_NM
이미지파일경로명	IMG_FILE_PATH_NM
이미지파일아이디	IMG_FILE_ID
이벤트질문아이디	SEVNT_QSTN_ID
이벤트참여아이디	SEVNT_PTCP_ID
이산화탄소상당량	CO2EQ
이용방법수정설명	UTZTN_MTHD_MDFCN_EXPLN
이용약관동의여부	UTZTN_TRMS_AGRE_YN
이월이행전환연도	CRFW_IMPLT_SWTC_YR
이의신청가능여부	OBJC_APLY_PSBLTY_YN
이의신청대상내용	OBJC_APLY_TRGT_CN
이의신청등록일시	OBJC_APLY_REG_DT
이의신청마감일자	OBJC_APLY_DDLN_YMD
이의신청변동여부	OBJC_APLY_FLCTN_YN
이의신청수정일시	OBJC_APLY_MDFCN_DT
이의신청시작일자	OBJC_APLY_BGNG_YMD
이의신청신청일자	OBJC_APLY_APLY_YMD
이의신청일련번호	OBJC_APLY_SN
이의신청접수일자	OBJC_APLY_RCPT_YMD
이의신청제출일자	OBJC_APLY_SBMSN_YMD
이의신청종료일자	OBJC_APLY_END_YMD
이의신청처리일자	OBJC_APLY_PRCS_YMD
이의신청통보일시	OBJC_APLY_NTFCTN_DT
이의신청통보일자	OBJC_APLY_NTFCTN_YMD
이의처리등록일시	OBJC_PRCS_REG_DT
이자계산대상금액	INT_CAL_TRGT_AMT
이자계산시작일자	INT_CAL_BGNG_YMD
이자계산종료일자	INT_CAL_END_YMD
이전구매분류내용	BFR_PRCHS_CLSF_CN
이전신청일련번호	RCTAPL_SN
이전연도배출계수	PRVYR_EMSN_CFC
이전연도이월금액	PRVYR_CRFW_AMT
이전연도총보유수	PRVYR_TOT_HLD_CNT
이전자료등록일시	BFR_DATA_REG_DT
이행결과문서번호	IMPLT_RSLT_DOC_NO
이행결과제외사유	IMPLT_RSLT_EXCL_RSN
이행결과회신일자	IMPLT_RSLT_RPLY_YMD
이행계획작성여부	IMPLT_PLAN_WRT_YN
이행계획확정여부	IMPLT_PLAN_CFMTN_YN
이행실적작성여부	IMPLT_PRFMNC_WRT_YN
이행연도요구금액	IMPLT_YR_RQT_AMT
이행연도증감비율	IMPLT_YR_ICDC_RT
이행의무대상여부	IMPLT_OBLG_TRGT_YN
이행점검필요내용	IMPLT_CHCK_NEED_CN
익명댓글사용여부	ANMT_CMNT_USE_YN
익명신고게시판명	ANMT_DCLR_BBS_NM
익일향후전망내용	NXDD_HCFH_PRSPT_CN
인가시행시작일자	SNCN_ENFC_BGNG_YMD
인가시행완료일자	SNCN_ENFC_CMPTN_YMD
인계자이메일주소	HVPRSN_EML_ADDR
인공조명사용여부	ARTFC_LGHT_USE_YN
인공증식시설면적	CPPGN_FCAR
인공증식허가번호	CPPGN_PRMSN_NO
인수분할일련번호	ACPTN_PRTTN_SN
인수자이메일주소	ACPTR_EML_ADDR
인정산정결과내용	RCG_CMPTTN_RSLT_CN
인증경계기타사항	CERT_MGNL_ETC_MTTR
인증명세서배출량	CERT_SPCFCD_EHQTY
인증블록시작번호	CERT_BLCK_BGNG_NO
인증블록종료번호	CERT_BLCK_END_NO
인증신청대상여부	CERT_APLY_TRGT_YN
인증신청일련번호	CERT_APLY_SN
인증실적시작번호	CERT_PRFMNC_BGNG_NO
인증실적일련번호	CERT_PRFMNC_SN
인증실적종료번호	CERT_PRFMNC_END_NO
인증실적차감수량	CERT_PRFMNC_SBTR_QTY
인증실적해외여부	CERT_PRFMNC_OVSEA_YN
인증유효시작일시	CERT_VLD_BGNG_DT
인증유효시작일자	CERT_VLD_BGNG_YMD
인증유효종료일시	CERT_VLD_END_DT
인증유효종료일자	CERT_VLD_END_YMD
인터페이스아이디	IF_ID
일기자료포함여부	WTHR_DATA_INCL_YN
일반시험실시일시	GNRL_TEST_ENFRC_DT
일반지역위치본번	GNRL_RGN_PSTN_MNO
일반지역위치부번	GNRL_RGN_PSTN_SNO
일반품목채수병수	GNRL_ITEM_WSBT_CNT
일반품목채수여부	GNRL_ITEM_WTSMP_YN
일반항목채수병수	GNRL_ARTCL_WSBT_CNT
일반항목채수여부	GNRL_ARTCL_WTSMP_YN
일반항목채수일시	GNRL_ARTCL_WTSMP_DT
일별소각시설용량	DAY_INCNR_FCLT_CPCT
일상감사결재순서	ROUTN_ADT_ATRZ_SEQ
일상감사상태코드	ROUTN_ADT_STTS_CD
일상감사의견순서	ROUTN_ADT_OPNN_SEQ
일일자료생성여부	DAILY_DATA_CRT_YN
일일평균사용자수	DAILY_AVG_USER_CNT
일조조망피해여부	SNSH_OVRLK_DAM_YN
일최고저수위일시	DAY_HGHST_LWLV_DT
일최대강우량일시	DAY_MAX_AMRF_DT
일최저저수위일시	DAY_LOWST_LWLV_DT
임시게시판아이디	TMPR_BBS_ID
임시메뉴일련번호	TMPR_MENU_SN
임시비밀번호여부	TMPR_PSWD_YN
임시저작권아이디	TMPR_CPRGT_ID
입금계좌예금주명	DPST_BACNT_DPSTR_NM
입금관리자아이디	DPST_MNGR_ID
입수경위허가번호	OBTN_CHIST_PRMSN_NO
자금이체계좌번호	FNDTR_ACTNO
자녀주민등록번호	CHLD_RRNO
자동검토의견내용	AUTO_RVW_OPNN_CN
자동검토일련번호	AUTO_RVW_SN
자동기상관측소명	AWS_NM
자동사고모델링명	AUTO_ACDNT_MDLN_NM
자동유량측정여부	AUTO_VLFL_MSRMT_YN
자동이체계좌번호	ATTR_ACTNO
자동이체예금주명	ATTR_DPSTR_NM
자동조건고유번호	AUTO_CND_UNQ_NO
자동차운반증번호	CAR_TRANLIC_NO
자료게시시작일자	DATA_PSTG_BGNG_YMD
자료게시종료일자	DATA_PSTG_END_YMD
자료단위정보내용	DATA_UNIT_INFO_CN
자료레벨국문설명	DATA_LVL_KRN_EXPLN
자료레벨영문설명	DATA_LVL_ENG_EXPLN
자료비교결정계수	DATA_CMPR_RSQR
자료비교상관계수	DATA_CMPR_CORR
자료생성일련번호	DATA_CRT_SN
자료생성진행여부	DATA_CRT_PRGRS_YN
자료요청동의여부	DATA_DMND_AGRE_YN
자료요청일련번호	DATA_DMND_SN
자료유형국문설명	DATA_TYPE_KRN_EXPLN
자료유형영문설명	DATA_TYPE_ENG_EXPLN
자료인수인계여부	DATA_ACPTN_HNOV_YN
자료자동매핑여부	DATA_AUTO_MPNG_YN
자료전송중지사유	DATA_TRSM_HLT_RSN
자료점검결과내용	DATA_CHCK_RSLT_CN
자료점검결과코드	DATA_CHCK_RSLT_CD
자료점검구분코드	DATA_CHCK_SE_CD
자료점검실행내용	DATA_CHCK_EXCN_CN
자료점검일련번호	DATA_CHCK_SN
자료점검조건내용	DATA_CHCK_CND_CN
자료정리고유번호	DATA_ARNGMT_UNQ_NO
자료종류국문설명	DATA_KND_KRN_EXPLN
자료측정상태코드	DATA_MSRMT_STTS_CD
자료파일확장자명	DATA_FILE_EXTN_NM
자료폴더구분코드	DATA_FLDR_SE_CD
자막위치구분코드	CPTN_PSTN_SE_CD
자문평가상세내용	CNSTN_EVL_DTL_CN
자산반려사유코드	AST_RJCT_RSN_CD
자산승인상태코드	AST_APRV_STTS_CD
자산신고상태코드	AST_DCLR_STTS_CD
자산원본유형코드	AST_ORGNL_TYPE_CD
자산이력구분코드	AST_HSTRY_SE_CD
자산주제분류코드	AST_TPC_CLSF_CD
자산진행상태코드	AST_PRGRS_STTS_CD
자산파일유형코드	AST_FILE_TYPE_CD
자식학습활동순서	CHLD_LRN_ACTV_SEQ
자연공원지정내용	NATR_PARK_DSGN_CN
자원종류일련번호	RSRC_KND_SN
자체참여시설여부	ONSLF_PTCP_FCLT_YN
자체평가최종점수	ONSLF_EVL_LAST_SCR
작성자소속조직명	WRTR_OGDP_OGNZ_NM
작성자연락처번호	WRTR_CNPL_NO
작성자이메일주소	WRTR_EML_ADDR
작성자직급아이디	WRTR_JBGD_ID
작업실행자아이디	JOB_EXCR_ID
잡식성종개체비율	OMNVRT_SPECS_INDV_RT
장관차관구분자명	MNST_VMNST_SPTR_NM
장바구니고유번호	SHPBS_UNQ_NO
장비사용시작일자	EQPMNT_USE_BGNG_YMD
장비사용종료일자	EQPMNT_USE_END_YMD
장비점검결과내용	EQPMNT_CHCK_RSLT_CN
장비점검일련번호	EQPMNT_CHCK_SN
장애알림고유번호	DSBLTY_NTI_UNQ_NO
장애유형일련번호	DSBLTY_TYPE_SN
장애이력일련번호	DSBLTY_HSTRY_SN
장치사용시작일자	DVC_USE_BGNG_YMD
장치사용종료일자	DVC_USE_END_YMD
재난권역구분코드	CLMTY_SAREA_SE_CD
재난권역일련번호	CLMTY_SAREA_SN
재무제표기준일자	FNSTM_CRTR_YMD
재물조사시작일자	RCHS_EXMN_BGNG_YMD
재물조사종료일자	RCHS_EXMN_END_YMD
재발방지개선내용	RECUR_PRV_IMPV_CN
재설정기준배출량	RSET_CRTR_EHQTY
재정지원지원금액	FNN_SPRT_SPRT_AMT
재정지원집행금액	FNN_SPRT_IMPL_AMT
저감시설규모설명	DCRS_FCLT_SCL_EXPLN
저녁시간포함여부	EVNG_HR_INCL_YN
저배출사업장여부	LESN_BPLC_YN
저수지제방구조명	RSRVR_LEV_STRC_NM
저작권동의서여부	CPRGT_WTCS_YN
저작물비동의사유	WRTS_DSAG_RSN
저장매체장비순서	STRG_MDIA_EQPMNT_SEQ
저장매체장치순서	STRG_MDIA_DVC_SEQ
저장장소일련번호	STRG_PLC_SN
적용방법론기타명	APLCN_MHDLG_ETC_NM
적용불가기존내역	APLCN_IMPS_EXS_DSCTN
적용불가작성일시	APLCN_IMPS_WRT_DT
적용불가제출일시	APLCN_IMPS_SBMSN_DT
적하목록관리번호	LDOFF_LIST_MNG_NO
전년방수로방류량	PRYY_SPWY_OTFL
전년배출구방류량	PRYY_OTLT_OTFL
전년여수로방류량	PRYY_SPWAY_OTFL
전문분야상세내용	ARSP_DTL_CN
전문분야종료일자	ARSP_END_YMD
전문분야취득일자	ARSP_ACQS_YMD
전송문구일련번호	TRSM_PHRS_SN
전송자이메일주소	TRSMR_EML_ADDR
전송화면표출여부	TRSM_SCRN_EXPRS_YN
전시그룹일련번호	EXHB_GROUP_SN
전일경매낙찰가격	PRVDY_AUCTN_SCSBD_PRC
전자결재문서번호	ELAPR_DOC_NO
전자결재연계여부	ELAPR_LINK_YN
전자수입인지번호	ERSTP_NO
전자현미경파일명	ELTR_MCPE_FILE_NM
전통시장사용금액	TRMKT_USE_AMT
전화고장전화번호	TEL_BKDN_TELNO
전환신청일련번호	SWTC_APLY_SN
전환인증실적수량	SWTC_CERT_PRFMNC_QTY
점검기간시작일자	CHCK_PRD_BGNG_YMD
점검기간종료일자	CHCK_PRD_END_YMD
점검정비권역코드	CHCK_MTNC_SAREA_CD
접근로그일련번호	ACS_LOG_SN
접근방법부가설명	ACS_MTHD_ADD_EXPLN
접근제어고유번호	ACS_CNTRL_UNQ_NO
접속로그고유번호	CNTN_LOG_UNQ_NO
접속사용자환경명	CNTN_USER_ENV_NM
접속설비기타내용	CNTN_FCL_ETC_CN
접속설비변경일자	CNTN_FCL_CHG_YMD
접속자고유아이디	ACSR_UNQ_ID
접속자디바이스명	ACSR_ISTR_NM
접속자브라우저명	ACSR_BRWSR_NM
접속자유입경로명	ACSR_INFLW_PATH_NM
접속자회원아이디	ACSR_MBR_ID
접수담당자아이디	RCPT_PIC_ID
접수조회사용여부	RCPT_INQ_USE_YN
접수확인사용여부	RCPT_IDNTY_USE_YN
정보공개동의여부	INFO_RLS_AGRE_YN
정보공개업체여부	INFO_RLS_BZENTY_YN
정보기기구분코드	INFO_ISTR_SE_CD
정보사용동의여부	INFO_USE_AGRE_YN
정보생성근거내용	INFO_CRT_BSS_CN
정보시스템모델명	INFO_SYS_MDL_NM
정보주체식별번호	INFO_MNBD_IDNTF_NO
정보통신작업일시	INFO_CMN_JOB_DT
정상가동측정소수	NML_OPRTNG_MSRSTN_CNT
정수식물면적비율	EMGPLT_AREA_RT
정유공정일련번호	RFPC_SN
정정조치평가내용	CRCT_ACTN_EVL_CN
정책고객등록여부	PLCY_CUST_REG_YN
정책홍보구분코드	PLCY_PBRL_SE_CD
제목이미지경로명	TTL_IMG_PATH_NM
제목폰트스타일명	TTL_FONT_STYL_NM
제보위치상세주소	TPOF_PSTN_DADDR
제조업연소배출량	MFBIZ_BURN_EHQTY
제출서류일련번호	SBMSN_DCMNT_SN
제품보관상태내용	PRDCT_KPNG_STTS_CN
조사가능특이사항	EXMN_PSBLTY_EXCPTN_MTTR
조사불가상세내용	EXMN_IMPS_DTL_CN
조사불가특이사항	EXMN_IMPS_EXCPTN_MTTR
조사연도총배출량	EXMN_YR_TOT_EHQTY
조사연도총이동량	EXMN_YR_TOT_MVMN_QNT
조사위치기타내용	EXMN_PSTN_ETC_CN
조사위치산림면적	EXMN_PSTN_FORST_AREA
조사위치상세주소	EXMN_PSTN_DADDR
조사위치유역면적	EXMN_PSTN_DRAR
조사위치평균고도	EXMN_PSTN_AVG_ALTD
조사자소속기관명	EXMNR_OGDP_INST_NM
조위자료영점표고	TDLV_DATA_ZRELV
조정위원임명일자	AJMT_MBCMT_NMNT_YMD
조직경계수정여부	OGNZ_MGNL_MDFCN_YN
조직임무고유번호	OGNZ_MSSN_UNQ_NO
조직정보삭제여부	OGNZ_INFO_DEL_YN
조직평가확정점수	OGNZ_EVL_CFMTN_SCR
조치결과평가내용	ACTN_RSLT_EVL_CN
조치결과확인내용	ACTRS_IDNTY_CN
조치결과회신일자	ACTRS_RPLY_YMD
조치사항상세내용	ACTN_MTTR_DTL_CN
조치사항처리내용	ACTN_MTTR_PRCS_CN
조회쿼리검증여부	INQ_QRY_VRFC_YN
종량제혼합배출량	MRST_MIX_EHQTY
종분류체계아이디	SPECS_TXNM_ID
종합평가의견내용	SNTHS_EVL_OPNN_CN
좋아요대상아이디	LIKES_TRGT_ID
주관부서담당자명	SPRVSN_DEPT_PIC_NM
주담당자부서코드	MPIC_DEPT_CD
주담당자전화번호	MPIC_TELNO
주무관청처분내용	ICHG_GVMNFC_DSPS_CN
주변식당정보설명	ARND_RSTNT_INFO_EXPLN
주변영향일련번호	ARND_IMPCT_SN
주소노출사용여부	ADDR_EXPSR_USE_YN
주요생산제품여부	MAIN_PRDCTN_PRDCT_YN
주요채무실행금액	MAIN_DBT_EXCN_AMT
주요채무실행일자	MAIN_DBT_EXCN_YMD
주요채무해지일자	MAIN_DBT_CNCLTN_YMD
주택유형구분코드	HS_TYPE_SE_CD
주택중간전화번호	HS_MD_TELNO
준공연도차량연도	CMCN_YR_VHCL_YR
중간휴대전화번호	MD_MBL_TELNO
중복응답허용여부	DPCN_RSPNS_PRM_YN
중식안내시작시분	LUNCH_GD_BGNG_HM
중식안내종료시분	LUNCH_GD_END_HM
중식팝업시작시분	LUNCH_POPUP_BGNG_HM
중식팝업종료시분	LUNCH_POPUP_END_HM
중점관리대상여부	EMPHS_MNG_TRGT_YN
즉시전송예약일시	IMM_TRSM_RSVT_DT
증발잠열수식번호	LHOV_EQTN_NO
증설이전시설용량	XBLDP_BFR_FCLT_CPCT
지도담당자아이디	MAP_PIC_ID
지도문서유형코드	MAP_DOC_TYPE_CD
지도사용비고내용	MAP_USE_RMRK_CN
지도좌표계아이디	MAP_CDSSTM_ID
지상기상관측소명	MTRST_NM
지시사항선택여부	DRCTN_MTTR_CHC_YN
지역이내총인구수	RGN_WTHN_TPPL
지원단위지목면적	SPRT_UNIT_LDCG_AREA
지정담당자아이디	DSGN_PIC_ID
지정이력일련번호	DSGN_HSTRY_SN
지정폐기물보관량	DSGN_WST_KPNG_QNT
지정폐기물소각량	DSGN_WST_INCNR_QNT
지정폐기물저장량	DSGN_WST_STRG_QNT
지질분야활용여부	GEOLG_FLD_UTLZ_YN
지침관리일련번호	NDL_MNG_SN
지하수관측소코드	UGWTR_OBSVTR_CD
직급화면구분코드	JBGD_SCRN_SE_CD
직원주민등록번호	EMP_RRNO
직원직위레벨번호	EMP_JBPS_LVL_NO
직원휴대전화번호	EMP_MBL_TELNO
직장지역전화번호	WRC_RGN_TELNO
직접입력표본번호	DRCT_INPT_SAMPLE_NO
직종구분상세내용	OCPT_SE_DTL_CN
질문이력비고내용	QSTN_HSTRY_RMRK_CN
질의담당실국코드	QSTN_TKCG_OFBR_CD
집중측정항목코드	FCUS_MSRMT_ARTCL_CD
차기등록예정일자	NXTM_REG_PRNMNT_YMD
차량관리부서코드	VHCL_MNG_DEPT_CD
차량규모구분코드	VHCL_SCL_SE_CD
차량담당자아이디	VHCL_PIC_ID
차량사용노출여부	VHCL_USE_EXPSR_YN
차량용도구분코드	VHCL_USG_SE_CD
차량유류주입금액	VHCL_OIL_INJCT_AMT
차량유류주입용량	VHCL_OIL_INJCT_CPCT
차량정비구분코드	VHCL_MTNC_SE_CD
차량정비비고내용	VHCL_MTNC_RMRK_CN
차량정비일련번호	VHCL_MTNC_SN
차량종류구분코드	VHCL_KND_SE_CD
차량취득구분코드	VHCL_ACQS_SE_CD
차상위검색설정명	SHGHRK_SRCH_STNG_NM
차입배출권제출량	BRW_EMCRD_SBMSN_QNT
차입이행전환연도	BRW_IMPLT_SWTC_YR
참고파일일련번호	REF_FILE_SN
참석자이메일주소	ATD_EML_ADDR
참여자회원아이디	PRTPNT_MBR_ID
채권보전조치내용	BND_PRSRV_ACTN_CN
채권보전조치여부	BND_PRSRV_ACTN_YN
채수구사진파일명	WTRLT_PHOTO_FILE_NM
채집가능특이사항	CLLT_PSBLTY_EXCPTN_MTTR
채집불가상세내용	CLLT_IMPS_DTL_CN
채집불가특이사항	CLLT_IMPS_EXCPTN_MTTR
채집정보우화일자	CLLT_INFO_EMRN_YMD
채집정보채집번호	CLLT_INFO_CLLT_NO
채취장소우편번호	PCKNG_PLC_ZIP
책임자이메일주소	RBPRSN_EML_ADDR
책자공개구분코드	BKLET_RLS_SE_CD
처리기간구분코드	PRCS_PRD_SE_CD
처리기한계산여부	PRCS_TERM_CAL_YN
처리담당자아이디	PRCS_PIC_ID
처리시설지번번호	PRCS_FCLT_LOTNO_NO
처리용량단위코드	PRCS_CPCT_UNIT_CD
처리파일일련번호	PRCS_FILE_SN
